Event_Date,Channel,Campaign,Browser_type,Engagement_Phase,Users,Sessions,Costs,Influenced_Conversions,Attributed_Initializer_Conversions,Attributed_Holder_Conversions,Attributed_Closer_Conversions,Attributed_IHC_Conversions,Attributed_IHC_Revenue
09-04-20,Shopping - Non Brand,Campaign_0075,Browser,Return Customer Engagement,7,10,22.14,6,2.19,2.08,2.67,2.311,100.97
09-04-20,Shopping - Non Brand,Campaign_0075,Browser (mobile),New Customer Engagement,1121,1350,2409.04,64,17.45,13.82,9.85,13.708,
09-04-20,Shopping - Non Brand,Campaign_0075,Browser (mobile),Return Customer Engagement,33,40,128.21,62,3.48,9.47,1.78,4.91,445.639
09-04-20,Shopping - Non Brand,Campaign_0110,Browser,New Customer Engagement,44,51,81.27,9,0.82,1.26,0.97,1.016,
09-04-20,Shopping - Non Brand,Campaign_0110,Browser,Return Customer Engagement,3,3,5.83,5,0.31,1.86,0.44,0.87,35.704
09-04-20,Shopping - Non Brand,Campaign_0110,Browser (mobile),New Customer Engagement,253,305,443.06,25,6.2,6.16,4.67,5.677,
09-04-20,Shopping - Non Brand,Campaign_0110,Browser (mobile),Return Customer Engagement,12,13,46.93,26,1.21,0.52,1.23,0.986,87.383
09-04-20,Shopping - Non Brand,Campaign_0361,Browser (mobile),New Customer Engagement,58,60,82.11,6,2.65,2.37,1,2.005,
09-04-20,Shopping - Non Brand,Campaign_0374,Browser,New Customer Engagement,13,13,12.7,2,0,0.42,0,0.139,
09-04-20,Shopping - Non Brand,Campaign_0374,Browser,Return Customer Engagement,2,2,2.6,3,0.1,2.11,0,0.737,10.491
09-04-20,Shopping - Non Brand,Campaign_0374,Browser (mobile),New Customer Engagement,62,63,75.14,6,1.72,0.24,2.07,1.342,
09-04-20,Shopping - Non Brand,Campaign_0374,Browser (mobile),Return Customer Engagement,2,2,4.65,4,0.29,1.75,3,1.68,91.509
09-04-20,Social Organic,Campaign_0001,Browser,New Customer Engagement,243,248,,6,0.16,1.15,1.83,1.049,
09-04-20,Social Organic,Campaign_0001,Browser,Return Customer Engagement,4,4,,4,0,0.16,0.33,0.165,8.752
09-04-20,Social Organic,Campaign_0001,Browser (mobile),New Customer Engagement,481,509,,41,7.15,5.38,4.83,5.786,
09-04-20,Social Organic,Campaign_0001,Browser (mobile),Return Customer Engagement,16,18,,19,3.51,1.54,1.5,2.185,126.507
09-04-20,Social Organic,Campaign_0002,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
09-04-20,Social Organic,Campaign_0002,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.01,0.16,0.057,1.876
09-04-20,Social Organic,Campaign_0003,Browser,New Customer Engagement,2,2,,1,0,0.07,0,0.022,
09-04-20,Social Organic,Campaign_0003,Browser (mobile),New Customer Engagement,33,38,,3,1.88,0,0,0.625,
09-04-20,Social Organic,Campaign_0003,Browser (mobile),Return Customer Engagement,4,4,,5,2.1,0.37,0,0.822,21.729
09-04-20,Social Organic,Campaign_0029,Browser (mobile),New Customer Engagement,62,72,,8,3.09,2.64,2.49,2.738,
09-04-20,Social Organic,Campaign_0029,Browser (mobile),Return Customer Engagement,2,2,,2,1.01,1.16,1,1.059,37.297
09-04-20,Social Organic,Campaign_0030,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0040,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
09-04-20,Social Organic,Campaign_0043,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0078,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0078,Browser (mobile),New Customer Engagement,29,32,,9,1.38,1.67,1.98,1.678,
09-04-20,Social Organic,Campaign_0078,Browser (mobile),Return Customer Engagement,4,4,,4,0.4,0.14,0.88,0.471,16.744
09-04-20,Social Organic,Campaign_0081,Browser (mobile),New Customer Engagement,8,8,,0,,,,,
09-04-20,Social Organic,Campaign_0081,Browser (mobile),Return Customer Engagement,1,1,,3,0,0,0,0,0
09-04-20,Social Organic,Campaign_0090,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0090,Browser (mobile),New Customer Engagement,4,5,,0,,,,,
09-04-20,Social Organic,Campaign_0103,Browser,New Customer Engagement,12,12,,0,,,,,
09-04-20,Social Organic,Campaign_0103,Browser,Return Customer Engagement,1,1,,1,0,0.33,0.35,0.228,19.605
09-04-20,Social Organic,Campaign_0103,Browser (mobile),New Customer Engagement,187,214,,14,3.75,3.76,1.58,3.03,
09-04-20,Social Organic,Campaign_0103,Browser (mobile),Return Customer Engagement,7,18,,28,1.16,5.23,1.67,2.691,182.704
09-04-20,Social Organic,Campaign_0115,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0123,Browser (mobile),New Customer Engagement,6,9,,2,0.15,1,0,0.383,
09-04-20,Social Organic,Campaign_0123,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0.52,0.174,14.938
09-04-20,Social Organic,Campaign_0181,Browser,New Customer Engagement,3,3,,0,,,,,
09-04-20,Social Organic,Campaign_0181,Browser (mobile),New Customer Engagement,7,7,,0,,,,,
09-04-20,Social Organic,Campaign_0192,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0192,Browser (mobile),New Customer Engagement,15,19,,0,,,,,
09-04-20,Social Organic,Campaign_0330,Browser (mobile),New Customer Engagement,8,14,,1,0,0,0,0,
09-04-20,Social Organic,Campaign_0332,Browser (mobile),New Customer Engagement,3,3,,1,0,0,0,0,0
09-04-20,Social Organic,Campaign_0332,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0,0,0
09-04-20,Social Organic,Campaign_0349,Browser (mobile),New Customer Engagement,8,8,,0,,,,,
09-04-20,Social Organic,Campaign_0353,Browser (mobile),New Customer Engagement,4,5,,0,,,,,
09-04-20,Social Organic,Campaign_0354,Browser,New Customer Engagement,2,2,,0,,,,,
09-04-20,Social Organic,Campaign_0354,Browser (mobile),New Customer Engagement,10,13,,0,,,,,
09-04-20,Social Organic,Campaign_0357,Browser (mobile),New Customer Engagement,103,123,,5,1.99,1.76,1.06,1.604,
09-04-20,Social Organic,Campaign_0357,Browser (mobile),Return Customer Engagement,2,2,,3,0.04,0.25,0,0.097,5.11
09-04-20,Social Organic,Campaign_0375,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0378,Browser (mobile),New Customer Engagement,2,3,,0,,,,,
09-04-20,Social Organic,Campaign_0380,Browser (mobile),New Customer Engagement,1,1,,1,0.05,0,0.11,0.053,5.893
09-04-20,Social Organic,Campaign_0383,Browser (mobile),New Customer Engagement,1,5,,0,,,,,
09-04-20,Social Organic,Campaign_0391,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
09-04-20,Social Organic,Campaign_0398,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0398,Browser (mobile),New Customer Engagement,27,32,,0,,,,,
09-04-20,Social Organic,Campaign_0400,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0422,Browser (mobile),New Customer Engagement,18,21,,2,0,1.34,0.49,0.611,70.669
09-04-20,Social Organic,Campaign_0422,Browser (mobile),Return Customer Engagement,3,3,,3,0.38,1.39,0.43,0.737,59.419
09-04-20,Social Organic,Campaign_0427,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0437,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0441,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0446,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0451,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0455,Browser (mobile),New Customer Engagement,5,7,,1,0.28,0,0,0.092,2.631
09-04-20,Social Organic,Campaign_0459,Browser (mobile),New Customer Engagement,6,6,,0,,,,,
09-04-20,Social Organic,Campaign_0459,Browser (mobile),Return Customer Engagement,3,10,,21,0,2.09,0,0.696,39.286
09-04-20,Social Organic,Campaign_0467,Browser (mobile),New Customer Engagement,2,3,,1,0,0,0,0,
09-04-20,Social Organic,Campaign_0467,Browser (mobile),Return Customer Engagement,1,1,,1,0.11,0,0,0.038,2.408
09-04-20,Social Organic,Campaign_0470,Browser (mobile),New Customer Engagement,2,4,,0,,,,,
09-04-20,Social Organic,Campaign_0483,Browser (mobile),New Customer Engagement,3,4,,0,,,,,
09-04-20,Social Organic,Campaign_0483,Browser (mobile),Return Customer Engagement,1,1,,3,0,0,0,0,0
09-04-20,Social Organic,Campaign_0484,Browser (mobile),New Customer Engagement,2,3,,0,,,,,
09-04-20,Social Organic,Campaign_0489,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0536,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0562,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Organic,Campaign_0777,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
09-04-20,Social Organic,Campaign_0961,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Paid,Campaign_0024,Browser,New Customer Engagement,3,3,1.48,1,0,0,1,0.333,
09-04-20,Social Paid,Campaign_0024,Browser (mobile),New Customer Engagement,295,311,153.5,54,21.12,12.34,19.49,17.649,145.783
09-04-20,Social Paid,Campaign_0024,Browser (mobile),Return Customer Engagement,19,21,10.82,20,5.96,3.31,3.79,4.353,351.107
09-04-20,Social Paid,Campaign_0059,Browser (mobile),New Customer Engagement,228,246,121.03,0,,,,,
09-04-20,Social Paid,Campaign_0063,Browser,New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Paid,Campaign_0063,Browser (mobile),New Customer Engagement,127,137,67.9,15,3.41,2.95,0.98,2.445,16.283
09-04-20,Social Paid,Campaign_0063,Browser (mobile),Return Customer Engagement,2,3,4.43,8,1.39,0.36,0.46,0.734,66.093
09-04-20,Social Paid,Campaign_0112,Browser (mobile),New Customer Engagement,2,2,1.48,2,0,0.2,0,0.066,1.544
09-04-20,Social Paid,Campaign_0124,Browser (mobile),New Customer Engagement,37,38,18.7,3,0.11,0.35,0.05,0.168,
09-04-20,Social Paid,Campaign_0124,Browser (mobile),Return Customer Engagement,1,1,0.49,1,0,0,0,0,0
09-04-20,Social Paid,Campaign_0128,Browser (mobile),New Customer Engagement,7,8,3.94,0,,,,,
09-04-20,Social Paid,Campaign_0171,Browser,New Customer Engagement,7,7,4.05,0,,,,,
09-04-20,Social Paid,Campaign_0171,Browser,Return Customer Engagement,1,1,0.58,1,0.72,0.5,0,0.408,13.016
09-04-20,Social Paid,Campaign_0171,Browser (mobile),New Customer Engagement,157,171,98.84,11,4.21,2.19,2.74,3.048,
09-04-20,Social Paid,Campaign_0171,Browser (mobile),Return Customer Engagement,12,16,12.14,15,7.06,6.19,6.2,6.487,396.858
09-04-20,Social Paid,Campaign_0182,Browser,New Customer Engagement,28,28,13.78,0,,,,,
09-04-20,Social Paid,Campaign_0182,Browser (mobile),New Customer Engagement,13,13,6.4,1,0,0.04,0.16,0.068,
09-04-20,Social Paid,Campaign_0182,Browser (mobile),Return Customer Engagement,1,1,0.49,1,0,0.08,0,0.027,2.402
09-04-20,Social Paid,Campaign_0220,Browser (mobile),New Customer Engagement,2,2,0.98,0,,,,,
09-04-20,Social Paid,Campaign_0273,Browser (mobile),New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Paid,Campaign_0329,Browser,New Customer Engagement,7,7,5.38,0,,,,,
09-04-20,Social Paid,Campaign_0329,Browser (mobile),New Customer Engagement,89,92,71.52,6,4.16,2.95,2.3,3.139,
09-04-20,Social Paid,Campaign_0329,Browser (mobile),Return Customer Engagement,2,2,2.31,3,1,0.83,0,0.611,24.133
09-04-20,Social Paid,Campaign_0336,Browser,New Customer Engagement,8,8,6.42,0,,,,,
09-04-20,Social Paid,Campaign_0336,Browser (mobile),New Customer Engagement,118,122,97.97,5,2.7,0.62,0,1.108,26.998
09-04-20,Social Paid,Campaign_0336,Browser (mobile),Return Customer Engagement,3,3,4.02,5,0.71,0.6,0,0.436,29.747
09-04-20,Social Paid,Campaign_0341,Browser,New Customer Engagement,1,1,0.73,0,,,,,
09-04-20,Social Paid,Campaign_0341,Browser (mobile),New Customer Engagement,26,27,19.63,3,3,2.5,2.5,2.667,
09-04-20,Social Paid,Campaign_0346,Browser (mobile),New Customer Engagement,2,4,1.97,1,0,0.5,0.25,0.249,
09-04-20,Social Paid,Campaign_0346,Browser (mobile),Return Customer Engagement,1,1,0.49,1,0,0.26,0,0.087,13.177
09-04-20,Social Paid,Campaign_0347,Browser,New Customer Engagement,15,15,7.94,0,,,,,
09-04-20,Social Paid,Campaign_0347,Browser (mobile),New Customer Engagement,151,156,83.58,9,2.12,2.79,0.54,1.82,
09-04-20,Social Paid,Campaign_0347,Browser (mobile),Return Customer Engagement,3,3,2.65,5,0.22,0.2,0.58,0.331,33.392
09-04-20,Social Paid,Campaign_0359,Browser (mobile),New Customer Engagement,2,3,1.48,1,0,0.31,0,0.102,6.603
09-04-20,Social Paid,Campaign_0363,Browser,New Customer Engagement,3,3,2.11,0,,,,,
09-04-20,Social Paid,Campaign_0363,Browser (mobile),New Customer Engagement,26,26,18.3,2,1.89,0,0,0.629,
09-04-20,Social Paid,Campaign_0372,Browser,New Customer Engagement,2,2,0.9,0,,,,,
09-04-20,Social Paid,Campaign_0372,Browser (mobile),New Customer Engagement,17,20,8.98,0,,,,,
09-04-20,Social Paid,Campaign_0379,Browser (mobile),New Customer Engagement,1,2,0.98,0,,,,,
09-04-20,Social Paid,Campaign_0390,Browser (mobile),New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Paid,Campaign_0397,Browser (mobile),New Customer Engagement,1,2,0.98,0,,,,,
09-04-20,Social Paid,Campaign_0412,Browser (mobile),New Customer Engagement,5,7,3.44,0,,,,,
09-04-20,Social Paid,Campaign_0450,Browser (mobile),New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Paid,Campaign_0616,Browser (mobile),New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Paid,Campaign_0733,Browser,New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Paid,Campaign_0733,Browser (mobile),New Customer Engagement,44,48,24.11,6,5.53,2.83,2.52,3.627,
09-04-20,Social Paid,Campaign_0733,Browser (mobile),Return Customer Engagement,3,3,1.97,4,1.96,0.7,1.5,1.388,12.616
09-04-20,Social Paid,Campaign_0819,Browser (mobile),New Customer Engagement,2,2,0.98,0,,,,,
09-04-20,Social Paid,Campaign_0852,Browser (mobile),New Customer Engagement,15,15,7.38,0,,,,,
09-04-20,Social Paid,Campaign_0852,Browser (mobile),Return Customer Engagement,3,3,1.48,3,1.84,0,0,0.615,23.878
09-04-20,Social Paid,Campaign_0862,Browser,New Customer Engagement,16,16,7.87,0,,,,,
09-04-20,Social Paid,Campaign_0862,Browser (mobile),New Customer Engagement,1,1,0.49,0,,,,,
09-04-20,Social Remarketing,Campaign_0015,Browser (mobile),New Customer Engagement,32,33,,2,1,0.07,0.54,0.538,
09-04-20,Social Remarketing,Campaign_0074,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0180,Browser (mobile),New Customer Engagement,23,28,,2,0.16,0,0,0.054,
09-04-20,Social Remarketing,Campaign_0180,Browser (mobile),Return Customer Engagement,3,3,,2,0,0.78,0,0.261,23.462
09-04-20,Social Remarketing,Campaign_0189,Browser,New Customer Engagement,12,12,,0,,,,,
09-04-20,Social Remarketing,Campaign_0198,Browser,New Customer Engagement,14,14,,0,,,,,
09-04-20,Social Remarketing,Campaign_0198,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0339,Browser (mobile),New Customer Engagement,38,41,,7,1.25,2.79,0.5,1.514,
09-04-20,Social Remarketing,Campaign_0339,Browser (mobile),Return Customer Engagement,4,4,,5,3.11,1.33,0.71,1.719,154.871
09-04-20,Social Remarketing,Campaign_0342,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
09-04-20,Social Remarketing,Campaign_0345,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
09-04-20,Social Remarketing,Campaign_0348,Browser,New Customer Engagement,6,6,,2,0,0.5,1,0.5,43.355
09-04-20,Social Remarketing,Campaign_0348,Browser,Return Customer Engagement,1,1,,1,0,0.12,0.47,0.195,5.251
09-04-20,Social Remarketing,Campaign_0348,Browser (mobile),New Customer Engagement,185,213,,31,5.5,4.97,5.62,5.363,
09-04-20,Social Remarketing,Campaign_0348,Browser (mobile),Return Customer Engagement,17,19,,20,4.97,5.12,3.35,4.478,108.735
09-04-20,Social Remarketing,Campaign_0367,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0411,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0411,Browser (mobile),New Customer Engagement,25,29,,1,0,0,0,0,
09-04-20,Social Remarketing,Campaign_0411,Browser (mobile),Return Customer Engagement,7,10,,7,2.73,2.89,2.81,2.807,209.475
09-04-20,Social Remarketing,Campaign_0463,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0472,Browser (mobile),New Customer Engagement,1,1,,1,1,0.5,0.5,0.667,36.751
09-04-20,Social Remarketing,Campaign_0476,Browser (mobile),New Customer Engagement,2,3,,0,,,,,
09-04-20,Social Remarketing,Campaign_0646,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0724,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0788,Browser (mobile),New Customer Engagement,19,19,,0,,,,,
09-04-20,Social Remarketing,Campaign_0843,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0844,Browser (mobile),Return Customer Engagement,1,2,,1,0,0,0.5,0.167,1.383
09-04-20,Social Remarketing,Campaign_0845,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0845,Browser (mobile),New Customer Engagement,22,22,,0,,,,,
09-04-20,Social Remarketing,Campaign_0845,Browser (mobile),Return Customer Engagement,4,5,,5,0.52,0.58,0.38,0.495,11.454
09-04-20,Social Remarketing,Campaign_0848,Browser (mobile),New Customer Engagement,25,27,,3,0.19,0.24,0.58,0.336,
09-04-20,Social Remarketing,Campaign_0848,Browser (mobile),Return Customer Engagement,1,1,,1,0,1,0,0.333,2.753
09-04-20,Social Remarketing,Campaign_0853,Browser (mobile),New Customer Engagement,30,30,,7,1.37,2.44,2.51,2.104,
09-04-20,Social Remarketing,Campaign_0853,Browser (mobile),Return Customer Engagement,9,13,,17,0.32,2.16,2.01,1.499,66.378
09-04-20,Social Remarketing,Campaign_0859,Browser,New Customer Engagement,8,8,,0,,,,,
09-04-20,Social Remarketing,Campaign_0860,Browser,New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0860,Browser (mobile),New Customer Engagement,20,20,,2,0.18,0.33,0.42,0.312,
09-04-20,Social Remarketing,Campaign_0860,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0,0,0
09-04-20,Social Remarketing,Campaign_0868,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0878,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
09-04-20,Social Remarketing,Campaign_0880,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
09-04-20,Social Remarketing,Campaign_0880,Browser (mobile),Return Customer Engagement,1,2,,1,0.01,0.04,0,0.015,0.406
09-04-20,Social Remarketing,Campaign_0881,Browser,New Customer Engagement,3,3,,0,,,,,
09-04-20,Social Remarketing,Campaign_0881,Browser (mobile),Return Customer Engagement,1,2,,1,0,0.07,0,0.024,0.645
09-04-20,Social Remarketing,Campaign_0967,Browser (mobile),Return Customer Engagement,1,1,,1,0.25,0,0,0.082,2.598
09-04-20,Video Marketing,Campaign_0001,Browser,New Customer Engagement,149,149,,16,10.42,8.87,9.24,9.509,
09-04-20,Video Marketing,Campaign_0001,Browser,Return Customer Engagement,5,6,,5,1.95,1.73,1.33,1.668,145.953
09-04-20,Video Marketing,Campaign_0001,Browser (mobile),New Customer Engagement,247,250,,16,5.53,6.5,6.66,6.23,
09-04-20,Video Marketing,Campaign_0001,Browser (mobile),Return Customer Engagement,7,9,,22,2.44,1.9,0.19,1.506,48.596
09-04-20,YouTube Video Ads,Campaign_0001,Browser,New Customer Engagement,142,142,,19,4.23,4.01,3.62,3.953,
09-04-20,YouTube Video Ads,Campaign_0001,Browser,Return Customer Engagement,1,1,,2,0,0,0.27,0.091,4.3
09-04-20,YouTube Video Ads,Campaign_0001,Browser (mobile),New Customer Engagement,167,169,,14,5.8,1.26,1.66,2.905,23.997
09-04-20,YouTube Video Ads,Campaign_0001,Browser (mobile),Return Customer Engagement,2,2,,2,0,0.56,1.45,0.669,7.812
10-04-20,Affiliates,Campaign_0001,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0012,Browser,New Customer Engagement,135,149,,20,3,7.03,8.95,6.328,
10-04-20,Affiliates,Campaign_0012,Browser,Return Customer Engagement,14,22,,15,1.71,5.35,5.63,4.234,195.809
10-04-20,Affiliates,Campaign_0012,Browser (mobile),New Customer Engagement,240,290,,57,2.08,9.12,13.87,8.355,
10-04-20,Affiliates,Campaign_0012,Browser (mobile),Return Customer Engagement,18,21,,26,1.11,3.9,6.37,3.794,90.07
10-04-20,Affiliates,Campaign_0351,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0.73,0.245,13.658
10-04-20,Affiliates,Campaign_0358,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
10-04-20,Affiliates,Campaign_0362,Browser,New Customer Engagement,3,4,,1,0,1,1,0.667,
10-04-20,Affiliates,Campaign_0362,Browser (mobile),New Customer Engagement,11,12,,5,0,0,0,0,
10-04-20,Affiliates,Campaign_0366,Browser,New Customer Engagement,2,2,,2,0.04,0.11,0,0.051,1.906
10-04-20,Affiliates,Campaign_0366,Browser,Return Customer Engagement,4,4,,5,0.13,0.5,0.91,0.514,46.267
10-04-20,Affiliates,Campaign_0366,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
10-04-20,Affiliates,Campaign_0366,Browser (mobile),Return Customer Engagement,2,2,,5,0,0.06,0.56,0.206,12.028
10-04-20,Affiliates,Campaign_0376,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0376,Browser (mobile),Return Customer Engagement,2,2,,5,1,1.33,1,1.109,38.016
10-04-20,Affiliates,Campaign_0385,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0388,Browser,Return Customer Engagement,3,9,,13,0,0.35,0,0.117,3.22
10-04-20,Affiliates,Campaign_0419,Browser,New Customer Engagement,2,3,,3,0,0.08,0.7,0.258,5.56
10-04-20,Affiliates,Campaign_0419,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
10-04-20,Affiliates,Campaign_0419,Browser (mobile),Return Customer Engagement,2,2,,21,0.05,0,0,0.017,2.238
10-04-20,Affiliates,Campaign_0426,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0473,Browser,New Customer Engagement,9,10,,2,1,0.25,1,0.75,36.81
10-04-20,Affiliates,Campaign_0473,Browser,Return Customer Engagement,3,4,,4,0.24,1.03,1.93,1.068,91.21
10-04-20,Affiliates,Campaign_0473,Browser (mobile),New Customer Engagement,10,10,,0,,,,,
10-04-20,Affiliates,Campaign_0479,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0610,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0629,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0750,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0888,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0903,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Affiliates,Campaign_0903,Browser (mobile),New Customer Engagement,2,3,,1,0,0.97,0.3,0.426,
10-04-20,Direct Traffic,Campaign_0001,Browser,New Customer Engagement,3118,3128,,400,49.15,73.6,88.35,70.369,901.426
10-04-20,Direct Traffic,Campaign_0001,Browser,Return Customer Engagement,507,510,,754,89.57,117.47,175.66,127.566,6689.559
10-04-20,Direct Traffic,Campaign_0001,Browser (mobile),New Customer Engagement,6223,6237,,938,140.05,160.45,192.91,164.468,
10-04-20,Direct Traffic,Campaign_0001,Browser (mobile),Return Customer Engagement,1246,1254,,1651,171.73,222.12,333.31,242.384,37882.16
10-04-20,Display,Campaign_0001,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
10-04-20,Email,Campaign_0001,Browser,New Customer Engagement,25,30,,14,0,2.03,1.09,1.042,
10-04-20,Email,Campaign_0001,Browser,Return Customer Engagement,7,8,,10,0.12,1.32,1.73,1.056,37.264
10-04-20,Email,Campaign_0001,Browser (mobile),New Customer Engagement,69,73,,35,0.18,7.41,9.17,5.583,127.629
10-04-20,Email,Campaign_0001,Browser (mobile),Return Customer Engagement,19,27,,33,0,4.29,2.8,2.362,12.706
10-04-20,Email,Campaign_0002,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Email,Campaign_0002,Browser,Return Customer Engagement,1,1,,1,0.18,0,0,0.06,14.215
10-04-20,Email,Campaign_0002,Browser (mobile),New Customer Engagement,19,22,,2,0,0.03,0.11,0.048,
10-04-20,Email,Campaign_0002,Browser (mobile),Return Customer Engagement,5,9,,5,0.09,0.3,0.94,0.442,37.194
10-04-20,Email,Campaign_0003,Browser,New Customer Engagement,11,13,,0,,,,,
10-04-20,Email,Campaign_0003,Browser,Return Customer Engagement,2,2,,3,2,3,2.3,2.433,48.068
10-04-20,Email,Campaign_0003,Browser (mobile),New Customer Engagement,36,47,,9,1.6,0.35,0.39,0.779,
10-04-20,Email,Campaign_0003,Browser (mobile),Return Customer Engagement,5,18,,6,1.05,1.12,2.55,1.574,31.417
10-04-20,Email,Campaign_0004,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
10-04-20,Email,Campaign_0007,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
10-04-20,Email,Campaign_0010,Browser (mobile),New Customer Engagement,4,4,,3,0,0.28,0.41,0.229,15.197
10-04-20,Email,Campaign_0010,Browser (mobile),Return Customer Engagement,2,2,,2,0,0.29,0,0.095,6.318
10-04-20,Email,Campaign_0011,Browser,New Customer Engagement,1,1,,0,,,,,
10-04-20,Email,Campaign_0011,Browser (mobile),New Customer Engagement,4,5,,0,,,,,
10-04-20,Email,Campaign_0016,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
10-04-20,Email,Campaign_0019,Browser,New Customer Engagement,12,12,,1,0,0,0,0,
10-04-20,Email,Campaign_0019,Browser (mobile),New Customer Engagement,81,108,,8,0.25,0.27,0.02,0.18,
10-04-20,Email,Campaign_0019,Browser (mobile),Return Customer Engagement,19,25,,36,1.2,1.37,0.51,1.026,14.493
10-04-20,Email,Campaign_0020,Browser,New Customer Engagement,225,287,,7,2,2.16,1.14,1.769,
10-04-20,Email,Campaign_0020,Browser,Return Customer Engagement,38,48,,41,9.64,10.8,11.12,10.521,631.277
